id_municipio,serie,rede,taxa_alfabetizacao,media_portugues,proporcao_aluno_nivel_0,proporcao_aluno_nivel_1,proporcao_aluno_nivel_2,proporcao_aluno_nivel_3,proporcao_aluno_nivel_4,proporcao_aluno_nivel_5,proporcao_aluno_nivel_6,proporcao_aluno_nivel_7,proporcao_aluno_nivel_8,_ingested_at,ano,meta_alfabetizacao,ano_meta,diferenca,target,num_escolas,total_matriculas_anos_iniciais,total_matriculas_2_ano,total_docentes_anos_iniciais,pct_agua_potavel,pct_energia_rede_publica,pct_esgoto_rede_publica,pct_internet,pct_biblioteca,pct_laboratorio_informatica,pct_quadra_esportes,populacao,pib_ultimo_disponivel,va_agropecuaria_ultimo_disponivel,va_industria_ultimo_disponivel,va_servicos_ultimo_disponivel
2203354,2,3,11.96,703.84,11.6,10.36,21.82,29.49,14.76,11.96,0.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,40.14,2024,-28.18,0,8,480,72,100,1.0,0.875,0.12500000000000003,0.875,0.25,0.0,0.5,7238,89611000,,,
1711100,2,3,24.0,721.51,4.0,8.0,20.0,20.0,28.0,12.0,4.0,0.0,4.0,2026-07-12T12:12:33.670967+00:00,2024,66.76,2024,-42.760000000000005,0,3,169,30,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2464,76489000,,,
2925600,2,3,20.0,703.39,10.0,21.0,21.0,15.0,17.0,12.0,4.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,28.43,2024,-8.43,0,38,807,142,67,0.9583333333333331,1.0,0.0,0.7916666666666667,0.0,0.4166666666666667,0.08333333333333331,15650,167733000,,,
2919926,2,3,25.81,715.89,3.76,11.83,20.43,22.58,19.89,12.37,9.14,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,46.9,2024,-21.09,0,8,944,203,64,1.0,1.0,1.0,1.0,0.625,0.625,0.625,19173,710438000,,,
2916302,2,3,23.44,724.8,0.0,4.69,12.5,31.25,34.38,12.5,4.69,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,21.57,2024,1.870000000000001,1,18,657,119,54,0.8461538461538461,1.0,0.07692307692307693,1.0,0.0,0.0,0.07692307692307693,9501,329116000,,,
2911402,2,3,29.69,713.96,4.69,23.44,15.62,18.75,14.06,12.5,10.94,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,42.59,2024,-12.900000000000002,0,34,1031,168,28,1.0,1.0,0.26315789473684215,0.8421052631578947,0.15789473684210525,0.0,0.10526315789473684,16072,297615000,,,
4318614,2,3,37.5,726.2497,0.0,6.25,31.25,12.5,25.0,12.5,6.25,0.0,6.25,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-42.5,0,4,107,18,15,1.0,1.0,0.0,1.0,0.0,0.25,0.5,2440,111514000,,,
4310850,2,3,25.0,713.7748,12.5,8.33,12.5,16.67,29.17,12.5,8.33,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-55.0,0,4,141,24,26,1.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3850,106763000,,,
2410702,2,3,37.5,733.04,0.0,12.5,12.5,18.75,18.75,12.5,25.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,32.22,2024,5.280000000000001,1,2,126,19,6,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2741,42857000,,,
4319752,2,3,25.0,723.1819,6.25,0.0,18.75,37.5,12.5,12.5,12.5,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-55.0,0,6,86,15,10,1.0,1.0,0.75,1.0,0.25,0.25,0.5,2306,105311000,,,
2802502,2,3,21.91,705.15,15.59,9.37,12.5,18.75,31.28,12.5,0.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,27.09,2024,-5.18,0,4,172,40,10,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3111,50397000,,,
2928059,2,3,28.42,712.25,7.37,16.84,21.05,16.84,13.68,12.63,11.58,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,40.34,2024,-11.920000000000002,0,30,856,168,62,1.0,1.0,0.3076923076923077,0.9615384615384615,0.03846153846153846,0.0,0.038461538461538464,14377,165145000,,,
2401859,2,3,26.47,723.06,4.74,3.11,20.12,22.25,29.36,13.28,3.06,0.0,4.08,2026-07-12T12:12:33.670967+00:00,2024,38.23,2024,-11.759999999999998,0,9,429,81,22,0.875,1.0,0.0,0.75,0.0,0.0,0.0,6474,119611000,,,
3103108,2,3,86.67,764.62,0.0,0.0,0.0,13.33,20.0,13.33,53.33,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,78.78,2024,7.890000000000001,1,4,87,17,10,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1558,35792000,,,
4300661,2,3,33.3,726.9315,13.33,0.0,6.67,33.33,13.33,13.33,20.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,70.55,2024,-37.25,0,1,66,19,7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1157,112013000,,,
1303601,2,3,36.02,722.59,2.59,6.82,19.86,12.17,41.16,13.41,4.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,33.91,2024,2.1100000000000065,1,55,1125,253,73,0.9767441860465115,0.13953488372093026,0.023255813953488372,0.04651162790697676,0.04651162790697676,0.0,0.0,14176,197857000,,,
2922250,2,3,22.03,713.17,2.54,15.25,21.19,20.34,22.03,13.56,5.08,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,38.02,2024,-15.990000000000002,0,23,926,173,64,0.8999999999999999,1.0,0.15000000000000002,0.8999999999999999,0.35000000000000003,0.25,0.19999999999999998,10796,266937000,,,
4312138,2,3,38.7,732.6754,0.0,7.66,10.89,17.34,35.89,13.71,14.52,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,77.01,2024,-38.31,0,3,154,31,10,1.0,1.0,0.0,1.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,2610,128502000,,,
4301073,2,3,18.2,713.5351,9.23,4.49,13.59,27.31,31.67,13.72,0.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-61.8,0,7,153,26,27,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,2651,96551000,,,
2908606,2,3,28.14,719.18,3.59,9.58,17.37,23.35,26.35,13.77,5.99,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,46.79,2024,-18.65,0,30,1864,345,79,0.9629629629629629,1.0,0.4444444444444445,0.7037037037037036,0.11111111111111113,0.14814814814814817,0.07407407407407407,24434,365282000,,,
3522653,2,3,29.85,725.71,1.69,6.94,17.61,24.39,22.91,14.01,10.65,0.0,1.8,2026-07-12T12:12:33.670967+00:00,2024,51.28,2024,-21.43,0,6,315,69,24,1.0,1.0,0.75,1.0,0.0,0.25,0.5,4405,77308000,,,
2505204,2,3,24.78,710.9,6.8,18.81,12.25,24.83,16.12,14.14,7.06,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,36.38,2024,-11.600000000000001,0,11,446,84,20,1.0,1.0,0.5,1.0,0.0,0.0,0.0,6894,87664000,,,
1301159,2,3,27.35,715.37,4.81,8.64,28.31,8.74,33.44,14.2,1.86,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,44.52,2024,-17.17,0,46,1553,270,77,1.0,0.8913043478260869,0.021739130434782608,0.7173913043478262,0.5217391304347826,0.13043478260869568,0.06521739130434782,19809,418938000,,,
3544103,2,3,57.14,738.3308,0.0,14.29,14.29,7.14,21.43,14.29,28.57,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,38.67,2024,18.47,1,16,98,16,13,1.0,1.0,0.9166666666666666,1.0,0.0,0.0,0.16666666666666666,45317,1166050000,,,
2411700,2,3,33.62,723.11,2.26,2.26,24.59,23.15,26.27,14.41,7.06,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,40.24,2024,-6.6200000000000045,0,3,274,46,12,1.0,1.0,1.0,1.0,0.5,0.5,0.0,3892,58251000,,,
1714302,2,3,34.23,724.32,1.92,15.89,12.05,23.86,18.01,14.43,10.06,0.0,3.77,2026-07-12T12:12:33.670967+00:00,2024,51.46,2024,-17.230000000000004,0,15,281,60,14,1.0,1.0,0.0,1.0,0.25,0.0,0.0,4660,78447000,,,
2211357,2,3,31.25,728.78,0.0,4.17,12.5,33.33,25.0,14.58,10.42,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,33.18,2024,-1.9299999999999997,0,12,371,71,30,1.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,5173,60846000,,,
3162450,2,3,33.42,717.8,6.29,10.06,17.85,21.12,18.14,14.74,11.8,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,47.08,2024,-13.659999999999997,0,7,291,66,16,1.0,1.0,0.0,1.0,0.5,0.25,0.25,13467,119038000,,,
1703891,2,3,23.86,717.31,2.78,8.99,23.86,23.53,19.77,14.87,6.21,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,40.93,2024,-17.07,0,8,277,43,16,1.0,1.0,0.25,1.0,0.0,0.25,0.0,3362,56192000,,,
2201804,2,3,55.0,748.58,5.0,0.0,5.0,10.0,35.0,15.0,25.0,0.0,5.0,2026-07-12T12:12:33.670967+00:00,2024,80.0,2024,-25.0,0,13,176,33,20,1.0,1.0,0.0,0.625,0.0,0.0,0.12500000000000003,4131,53637000,,,
4204178,2,3,49.84,736.52,7.7,3.89,7.78,15.32,23.25,15.24,23.02,0.0,3.81,2026-07-12T12:12:33.670967+00:00,2024,36.07,2024,13.770000000000003,1,7,199,47,25,1.0,1.0,0.0,1.0,0.14285714285714288,0.0,0.14285714285714288,3326,152293000,,,
2918605,2,3,33.33,730.69,0.0,2.56,20.51,17.95,30.77,15.38,12.82,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,39.08,2024,-5.75,0,8,364,68,28,1.0,1.0,0.0,1.0,0.0,0.14285714285714288,0.5714285714285714,7585,87228000,,,
4319125,2,3,46.2,736.7887,0.0,0.0,7.69,38.46,15.38,15.38,23.08,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,77.0,2024,-30.799999999999997,0,3,121,22,13,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.33333333333333337,0.0,2911,211210000,,,
2907608,2,3,25.64,717.59,1.28,14.1,21.79,19.23,20.51,15.38,7.69,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,37.9,2024,-12.259999999999998,0,31,847,157,53,1.0,1.0,0.0,1.0,0.38461538461538464,0.0,0.15384615384615385,16849,180701000,,,
2929354,2,3,27.27,709.44,2.6,25.97,18.18,16.88,14.29,15.58,6.49,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,38.32,2024,-11.05,0,10,418,85,29,1.0,1.0,0.4285714285714286,0.7142857142857143,0.14285714285714285,0.28571428571428575,0.14285714285714285,5451,71407000,,,
2912608,2,3,15.62,703.39,6.25,12.5,25.0,28.12,12.5,15.62,0.0,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,27.17,2024,-11.550000000000002,0,7,249,41,18,1.0,1.0,0.5714285714285714,1.0,0.14285714285714288,0.0,0.14285714285714288,3837,48874000,,,
4305439,2,3,21.1,716.3119,0.0,10.53,31.58,10.53,26.32,15.79,5.26,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,54.93,2024,-33.83,0,3,109,21,7,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,6405,522360000,,,
2920908,2,3,26.73,710.07,6.93,18.81,23.76,9.9,17.82,15.84,6.93,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,29.51,2024,-2.780000000000001,0,28,853,166,83,0.6666666666666666,1.0,0.6666666666666666,1.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,13941,193317000,,,
2903508,2,3,33.06,723.05,1.61,12.1,16.94,12.9,30.65,16.13,8.87,0.0,0.81,2026-07-12T12:12:33.670967+00:00,2024,52.89,2024,-19.83,0,37,1172,213,95,1.0,1.0,0.0,1.0,0.027777777777777776,0.027777777777777776,0.16666666666666666,19042,217596000,,,
2803807,2,3,37.63,725.9,4.35,11.99,10.54,13.34,31.23,16.24,12.29,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,46.27,2024,-8.64,0,6,345,73,20,1.0,1.0,0.0,1.0,0.0,0.33333333333333337,0.16666666666666669,3666,67244000,,,
2409803,2,3,23.56,711.56,0.0,7.74,41.25,19.33,13.12,16.25,2.31,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,23.8,2024,-0.240000000000002,0,25,666,99,24,0.9047619047619047,1.0,0.19047619047619047,0.9523809523809522,0.047619047619047616,0.0,0.19047619047619052,14197,200896000,,,
5108352,2,3,23.86,721.28,2.5,9.55,11.36,30.91,26.82,16.36,0.0,0.0,2.5,2026-07-12T12:12:33.670967+00:00,2024,53.92,2024,-30.060000000000002,0,3,215,42,12,1.0,1.0,0.0,1.0,0.33333333333333337,0.0,0.33333333333333337,2907,81318000,,,
2902401,2,3,33.61,721.3,0.82,9.02,25.41,19.67,18.85,16.39,9.84,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,48.61,2024,-15.0,0,33,878,167,46,0.6363636363636365,1.0,0.6363636363636362,0.6363636363636362,0.0,0.0,0.09090909090909091,11409,180021000,,,
2901809,2,3,25.32,717.34,2.53,15.19,16.46,21.52,20.25,16.46,7.59,0.0,0.0,2026-07-12T12:12:33.670967+00:00,2024,39.52,2024,-14.200000000000003,0,24,617,108,50,1.0,1.0,0.047619047619047616,0.761904761904762,0.14285714285714288,0.5238095238095236,0.09523809523809523,11236,108500000,,,
2514453,2,3,27.36,713.65,8.7,12.11,17.91,17.91,23.33,16.52,1.89,0.0,1.64,2026-07-12T12:12:33.670967+00:00,2024,62.36,2024,-35.0,0,9,394,81,23,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,6105,78200000,,,
